Type,Freq.Const.Speaker,Agt.Freq.Noun,Tense,Pr.2.Pr,Co.2.Pr,Polarity,Style,Gender,Age,Education
Plural,0.1,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.1818,0.005,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.1667,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.1538,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.1429,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.1333,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.1875,0.14,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.2353,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.2778,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.3158,0.02,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.35,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.381,0.035,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4091,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4348,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4167,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.44,0.005,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4444,0.005,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4643,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4483,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4667,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4839,0.12,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.5,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.5152,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.5294,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0,0,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0,0.01,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0,0.145,All.Others,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,University
Plural,0,0.15,All.Others,No.Priming,Pluralized,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.2,0.15,All.Others,Pluralized,Pluralized,Positive,Interview,Male,Oldest.Speakers,University
Plural,0.1667,0.12,All.Others,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.2857,0.06,All.Others,No.Priming,Singular,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.25,0.185,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.2222,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.2,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1818,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1667,0.005,Present-Preterit,Singular,Singular,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1538,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1429,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1333,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.125,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1176,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1111,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1053,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1,0.02,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0952,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0909,0.035,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.087,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0833,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.08,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0769,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0741,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0714,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.069,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0667,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0645,0.015,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0625,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0606,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0588,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0571,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0556,0.015,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0541,0.045,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0526,0.04,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0513,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.05,0.22,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0488,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0476,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0465,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0455,0.02,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0444,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0435,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0426,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0417,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0408,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.04,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0392,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0,0,All.Others,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0,0.015,All.Others,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.5,0.15,All.Others,No.Priming,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.6667,0.12,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.5,0.015,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.4,0.015,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.3333,0,Present-Preterit,No.Priming,Singular,Negative,Interview,Male,Youngest.Speakers,Less
Plural,0.2857,0.185,All.Others,No.Priming,Pluralized,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.375,0,Present-Preterit,Pluralized,Pluralized,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3333,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3636,0.005,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3333,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3077,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2857,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2667,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.25,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2353,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2222,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2632,0.02,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3,0.03,Present-Preterit,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2857,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3182,0,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3478,0,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.375,0.02,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.36,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3846,0.02,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3704,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3929,0,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3667,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3871,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.375,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3636,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3529,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3429,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3333,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3243,0.015,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3158,0.045,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3333,0.09,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0,0.015,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0,0.03,All.Others,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5,0.005,All.Others,No.Priming,Singular,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.3333,0.02,All.Others,Singular,Singular,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5,0,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.4,0.14,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5,0,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.4286,0.145,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.375,0.145,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.3,0.145,All.Others,No.Priming,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.3636,0,All.Others,Pluralized,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.3077,0.185,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.2857,0,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.2667,0.015,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.25,0.06,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.2941,0.17,All.Others,Pluralized,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.3333,0.12,Present-Preterit,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.3158,0.185,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2857,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2727,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2609,0.005,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.25,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.24,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2308,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2222,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.2143,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2414,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2333,0.02,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.2188,0.005,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.2424,0.035,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.2647,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2857,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2778,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.2703,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.2632,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.2821,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.3,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3171,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.3095,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3256,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3182,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3111,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.2979,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.3125,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3265,0.045,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.32,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3333,0.04,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3269,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3208,0.22,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.3148,0.22,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.3273,0.09,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0,0,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Singular,1,0,Present-Preterit,Pluralized,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Plural,0.5,0,All.Others,Singular,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.6667,0,Present-Preterit,Singular,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Plural,0.5,0.015,All.Others,Singular,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Plural,0.6,0.015,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Plural,0.6667,0.295,All.Others,No.Priming,Singular,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.7143,0.2,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Female,Youngest.Speakers,Less
Plural,0.625,0.005,All.Others,No.Priming,Singular,Negative,Interview,Female,Youngest.Speakers,Less
Singular,0.6667,0.005,Present-Preterit,Pluralized,Singular,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.6,0.005,Present-Preterit,Singular,Singular,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.5455,0.005,Present-Preterit,No.Priming,Singular,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.5,0.025,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.4615,0.01,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.4286,0.025,Present-Preterit,Singular,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.4,0.185,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.375,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.3529,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.3889,0.03,All.Others,Pluralized,Singular,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4211,0.005,Present-Preterit,Pluralized,Pluralized,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.381,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.3636,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.3333,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.36,0.14,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.3846,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4074,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4286,0.02,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4483,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4333,0.035,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4516,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4688,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4545,0.155,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4706,0.005,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4571,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4444,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4595,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4737,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.5,0.12,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.5,0.015,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4884,0.015,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4773,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4667,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4565,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4681,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4583,0.045,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.449,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.46,0.04,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4706,0.04,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4615,0.22,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.463,0.09,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4727,0.03,Present-Preterit,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4821,0,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4737,0.02,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
