norm_F1,Proactive,Reactive,Style,BirthYear,Sex,PartnerEthnicity,PhillyLiveTime,HighSchoolType,Occupation_Group,wordLength
743,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
797,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
916,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
888,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,2
672,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
863,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
691,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
608,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,2
812,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
837,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
782,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
746,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
846,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,2
867,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
819,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
812,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
764,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
801,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
844,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,2
658,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
648,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
628,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,10
697,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
900,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,3
835,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
723,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
752,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
755,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
795,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
637,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
596,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
675,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,10
737,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
855,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,2
653,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
893,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
657,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,8
767,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
924,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
1111,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,3
794,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
842,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,2
789,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
886,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,7
786,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
684,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
850,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,3
649,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,7
725,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
772,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
987,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,3
820,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
778,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
704,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
744,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
840,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
881,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,3
638,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
844,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,3
574,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,7
633,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
1064,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
587,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,10
777,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
826,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
909,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
636,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,6
987,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
793,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
768,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
917,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,5
933,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
762,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,7
809,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
994,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
761,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,4
696,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,3
881,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,1
980,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Male,Puerto Rican,My whole life,Other (please specify).,Service,2
786,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
765,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
706,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
858,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
970,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
808,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,6
838,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
839,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
741,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
599,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
729,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
775,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
883,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
878,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
889,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
923,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
908,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,7
812,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
716,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
857,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
771,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
790,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
887,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
1032,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
794,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
785,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
1043,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
1002,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
815,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
744,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
1002,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
1201,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
860,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
725,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
702,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
955,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
790,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
735,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
759,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
1036,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
819,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
759,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
816,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
902,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
850,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
830,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
895,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
831,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
975,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
759,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
779,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
644,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
665,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
794,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
823,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
885,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
806,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
827,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
859,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
873,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
712,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
889,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
789,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
826,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
1008,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
715,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
736,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
741,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
677,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
815,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
884,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
747,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
867,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
865,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
764,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
774,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
843,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
784,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
1022,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
991,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
550,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
838,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
905,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
768,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
884,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
970,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
1055,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
805,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
974,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
796,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
836,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
756,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
871,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
808,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
831,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
673,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
842,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
995,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,5
1025,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
909,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
815,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
871,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
853,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
974,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
745,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
897,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
869,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
921,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
988,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
890,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,6
999,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,3
872,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,2
777,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
847,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
740,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,4
547,Weaker Proactive Control,Weaker Reactive Control,Conversational,1957,Female,Puerto Rican,My whole life,Public,Unemployed,1
659,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
928,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
820,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
919,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
690,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
814,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
840,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
626,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
704,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
805,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
827,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
823,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
828,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,7
790,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
814,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
819,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,6
881,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
790,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
847,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
803,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
871,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
785,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
1052,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
823,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,6
827,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
641,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
749,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
770,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
850,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
759,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
913,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
691,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
817,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,6
674,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
781,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
749,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
916,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
853,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
928,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
646,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
