type,noun,Typical.Action.Chain.Pos,province,state,negation,broad.regions,locality,before,token,after,tense,corpus,long,lat,characters_before_noun,noun_length
singular,semejantes,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,es_vsip000 increìble_aq0000 que_cs,siga_vmsp000 habiendo_vag0000,"semejantes_nc0p000 pensamientos_nc0p000 ,_fc y_cc que_cs muchas_pi000000 mujeres_nc0p000 estén_vmsp000 sometidas_aq0000 a_sp000 normas_nc0p000 ._fp#_vmis000 21dias_nc0n000",other,Twitter,-3.7037902,40.4167754,71,10
singular,bares,tail.setting,A Coruña,Galicia,absent,North,A Coruña,._fpxoantallon_vmis000 en_sp000 trago_nc0s000 corto_aq0000 mientras_cs,haya_vasp000,"bares_nc0p000 -lrb-_pr000000 circulodetizaes_nc0p000 -rrb-_aq0000 ,_fc por_sp000 luispousa_np00000 httpst.comqvqda15so_nc0s000",other,Twitter,-8.4115401,43.3623436,64,5
singular,novedades,tail.setting,Segovia,Castile and León,absent,Center,Segovia,en_sp000 septiembre_w,habrá_vaif000,novedades_nc0p000 en_sp000 formación_nc0s000 ._fpno_rn lo_pp000000 dudes_vmip000 y_cc reserva_vmip000 tu_dp0000 plaza_nc0s000 siguiendo_vmg0000 las_da0000 indicaciones_nc0p000 ._fprt_nc0n000 !!!_aq0000httpst.colborjmfmy8_nc0s000,other,Twitter,-4.1088069,40.9429032,89,9
singular,grupos,head,Barcelona,Catalonia,present,East,Barcelona,confío_vmip000 mucho_rg en_sp000 el_da0000 rol_nc0s000 de_sp000 clau_nc0s000 tbh_np00000 ._fptipo_nc0s000 que_cs espero_vmip000 que_cs no_rn,haya_vasp000,grupos_nc0p000 y_cc que_pr000000 dure._np00000,other,Twitter,2.1734035,41.3850639,12,6
singular,opiniones,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,"bpberta_nc0s000 hombre_nc0s000 ,_fc porque_cs",habrá_vaif000,"opiniones_nc0p000 de_sp000 todo_pi000000 ,_fc no_rn",other,Twitter,2.1734035,41.3850639,13,9
singular,incendios,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,dentro_rg de_sp000 nada_pi000000 cuando_cs no_rn,haya_vasp000,incendios_nc0p000 grandes_aq0000 los_da0000 medios_nc0p000 dirán_vmif000 q_zu hay_vaip000 0_z0 y_cc parecerá_vmif000 q_zu nos_pp000000 rascamos_vmip000 los_da0000 huevos_nc0p000 y_cc el_da0000 coño_i todo_di0000 el_da0000 día._nc0s000,other,Twitter,-3.7037902,40.4167754,93,9
singular,ganas,tail.setting,Ciudad Real,Castile-La Mancha,absent,Center,Valdepeñas,ya_rg,había_vaii000,ganas_nc0p000 #esp_aq0000 #cro_vmip000,other,Twitter,-3.3876074,38.760524,10,5
singular,concursos,tail.setting,Castellón,Valencian Community,absent,East,Oropesa del Mar,nievesherrero_aq0000 __f0 felicidades_nc0p000 por_sp000 el_da0000 nuevo_aq0000 programa_nc0s000 matinal_aq0000 !!_aq0000espero_vmip000 que_cs cuentes_nc0p000 con_sp000 irma_nc0s000 soriano_aq0000 y_cc que_cs,haya_vasp000,concursos_nc0p000 !_fat,other,Twitter,0.1424781,40.0914103,2,9
singular,faenas,tail.setting,Toledo,Castilla-La-Mancha,absent,Center,Tembleque,pero antes es que ,había, muchas [faenas de viñas],other,Coser,-3.5041358,39.6958069,19,6
singular,recaudadojamas,head,Córdoba,Andalusia,absent,South,Lucena,freedomesp_nc0s000 y_cc encima_rg me_p0000000 eliminan_vmip000 el_da0000 ticket_nc0s000 y_cc me_p0000000 borran_vmip000 todo_di0000 lo_da0000 que_pr000000,había_vaii000,recaudadojamas_nc0p000 os_pp000000 vayais_vmip000 con_sp000 ellos_pp000000 son_vsip000 unos_pi000000 estafadores_nc0p000 ._fpfalsos_aq0000 !_fat,other,Twitter,-4.4961008,37.4129332,45,14
singular,dudas,tail.setting,Gipuzkoa,Basque Country,absent,North,Zarautz,"""_fe se_p0000000 sabía_vmii000 ""_fe pues_cs con_sp000 rulli_np00000",había_vaii000,"dudas_nc0p000 ,_fc y_cc era_vsii000 normal_aq0000 que_cs las_da0000 hubiese_vasi000 ..._fs httpst.cou0cq9w2y82_nc0s000",other,Twitter,-2.1713967,43.284771,55,5
singular,entradas,tail.setting,Pontevedra,Galicia,absent,North,Vigo,survivalzombie_nc00000 __f0,sigue_vmip000 habiendo_vag0000,entradas_nc0p000 para_sp000 tui_np00000,other,Twitter,-8.7207268,42.2405989,9,8
singular,bares,tail.setting,León,Castilla y León,absent,Center,Almázcara,y luego ,había," bares, ",other,Coser,-6.5035348,42.594276,3,5
singular,megaevoluciones,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"una_di0000 duda_nc0s000 ,_fc en_sp000 pokemon_nc0n000 solluna_aq0000",seguirá_vmif000 habiendo_vag0000,megaevoluciones_nc0p000,other,Twitter,-3.7037902,40.4167754,0,15
singular,gilipollas,head,Madrid,Community of Madrid,absent,Center,Sevilla la Nueva,finguerdequeso_nc0s000 #elhumor_nc0s000 que_pr000000 todavía_rg,habrá_vaif000,gilipollas_nc0p000 que_pr000000 piensen_vmsp000 cosas_nc0p000 raras_aq0000,other,Twitter,-4.0274014,40.3473337,24,10
singular,interes,tail.setting,Sevilla,Andalusia,absent,South,Alcalá de Guadaíra,cuales_pr000000 son_vsip000 las_da0000 cosas_nc0p000 que_pr000000 valorais_vmip000 en_sp000 una_di0000 relacion_nc00000 que_pr000000 se_p0000000 este_dd0000 biem_nc0s000 con_sp000 la_da0000 persona_nc0s000 y_cc que_cs,haya_vasp000,interes_nc0p000 para_sp000 q_np00000 vay_np00000 httpst.cohujz9yty22_z0,other,Twitter,-5.8418054,37.3396769,31,7
singular,balones,tail.setting,Toledo,Castilla-La-Mancha,present,Center,Tembleque,es que no ,había," balones como ahora,",other,Coser,-3.5041358,39.6958069,13,7
singular,guardias,head,Salamanca,Castilla y León,absent,Center,Palencia de Negrilla,porque allí ,había, guardias aquí ,other,Coser,-5.6004627,41.0941655,7,8
singular,cosas,tail.setting,Salamanca,Castilla y León,absent,Center,Palencia de Negrilla,a cuenta de unas cosas que ,ha habido," en salamanca, ",other,Coser,-5.6004627,41.0941655,15,5
singular,analistas,head,Madrid,Community of Madrid,absent,Center,Madrid,eduardo_yanez_nc0s000 salamancaperal_aq0000 yo_pp000000 nunca_rg he_vaip000 entendido_vmp0000 que_cs,haya_vasp000,analistas_nc0p000 que_pr000000 redacten_vmsp000 documentos_nc0p000 kilométricos_aq0000 y_cc ni_rg una_dn0000 línea_nc0s000 de_sp000 código_nc0s000,other,Twitter,-3.7037902,40.4167754,62,9
singular,naves,head,Madrid,Comunidad de Madrid,absent,Center,Sieteiglesias,"en las naves, las naves que ",había, ahora son naves que hace |,other,Coser,-3.5847183,40.9131585,22,5
singular,clases,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,yo_pp000000 desde_sp000 que_cs estuve_vmis000 estos_dd0000 días_nc0p000 otra_di0000 vez_nc0s000 en_sp000 londres_nc0p000 a_sp000 mi_dp0000 té_nc0n000 ya_rg solo_aq0000 lo_pp000000 llamo_vmip000 cup_nc0s000 of_np00000 tea_np00000 ._fpporque_cs siempre_rg,hubo_vais000,clases_nc0p000 ._fpy_cc yo_pp000000 no_rn tengo_vmip000 de_sp000 eso._nc0s000,synthetic.preterit,Twitter,-3.7037902,40.4167754,22,6
singular,pringles,tail.setting,León,Castile and León,absent,Center,León,he_vaip000 ido_vmp0000 a_sp000 la_da0000 cocina_nc0s000 y_cc,había_vaii000,"pringles_nc0p000 verdes_aq0000 ,_fc soy_vsip000 feliz._rg",other,Twitter,-5.5670959,42.5987263,20,8
singular,vamoss,tail.setting,Soria,Castile and León,absent,Center,Burgo de Osma-Ciudad de Osma,san_nc00000 roques_aq0000 2016_z0,haya_vasp000,vamoss_nc0p000 !!!_aq0000#adisfrutar_vmn0000 #laamistad_nc0s000,other,Twitter,-3.0668549,41.587565,26,6
singular,cosas,tail.setting,Province of Ourense,Galicia,absent,North,Ourense,el_da0000 día_nc0s000 que_cs,haya_vasp000,cosas_nc0p000 que_pr000000 no_rn me_p0000000 molesten_vmip000 ..._fs ese_dd0000 día._nc0s000,other,Twitter,-7.863881,42.3357893,32,5
singular,vacas,head,Salamanca,Castilla y León,present,Center,Alaraz, no ,había," vacas suizas aquí,",other,Coser,-5.2880368,40.7481298,14,5
singular,noches,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,rooberto96_z0 siempre_rg,habrá_vaif000,noches_nc0p000 por_sp000 la_da0000 zona_nc0s000 en_sp000 las_da0000 que_pr000000 me_pp000000 lo_da0000 puedas_aq0000 decir_vmn0000 hermoso_aq0000 -rrb-_np00000 jajaja_vmip000,other,Twitter,-3.7037902,40.4167754,63,6
singular,bailes,tail.setting,Salamanca,Castilla y León,absent,Center,Alaraz,antes sí ,había," también bailes,",other,Coser,-5.2880368,40.7481298,10,6
singular,cosas,tail.setting,León,Castilla y León,absent,Center,Cifuentes de Rueda,de eso sí,había,muchas cosas.,other,Coser,-5.6319946,42.668913,8,5
plural,guiris,head,Málaga,Andalusia,absent,South,Málaga,"pattmaggot_nc0s000 creo_vmip000 ,_fc y_cc sólo_rg creo_vmip000 ,_fc que_cs estuve_vmis000 ahí_rg hoy_rg con_sp000 mi_dp0000 novia_nc0s000 ,_fc y_cc me_p0000000 lo_pp000000 pasé_vmis000 genial_aq0000 .",habían_vaii000,guiris_nc0p000 jugadores_aq0000 de_sp000 la_da0000 pelota_nc0s000 celulíticos_aq0000 c_nc0n000,other,Twitter,-4.4212655,36.721261,37,6
plural,dudas,tail.setting,Barcelona,Catalonia,absent,East,Badalona,pratsandberg_nc0s000 #elconderespondepdv_aq0000 era_vsii000 mejor_aq0000 k_np00000 se_pp000000 quedara_vmsi000 callado_vmp0000 porque_cs si_cs,habían_vaii000,dudas_nc0p000 ._fpel_da0000 mismo_aq0000 se_p0000000 delató_vmis000 y_cc joaquín_nc0s000 te_p0000000 vi_vmis000 avergonzado_aq0000,other,Twitter,2.2450325,41.4469883,46,5
singular,sorteos,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,genfuresido_aq0000 no_rn te_p0000000 preocupes_vmsp000,habrá_vaif000,más_rg sorteos_nc0p000 dentro_rg de_sp000 poco_rg -lrb-_np00000 espero_vmip000 -rrb-_np00000,other,Twitter,-3.7037902,40.4167754,38,7
singular,haters,head,Asturias,Asturias,present,North,Gijón,pantuflos_nc0p000 no_rn,puede_vmip000 haber_van0000,haters_nc0p000 de_sp000 indurain_nc0s000 que_cs sean_vssp000 gente_nc0s000 de_sp000 bien_nc0s000,other,Twitter,-5.6611195,43.5322015,35,6
singular,épocas,tail.setting,Huelva,Andalucía,absent,South,Zufre,quí ha- ,hubo," do-, [épocas]",synthetic.preterit,Coser,-6.3408868,37.8328298,8,6
singular,maestras,head,Málaga,Andalucía,absent,South,Antequera,. porque ,había," maestras que enseñaban mucho, ",other,Coser,-4.5593676,37.020001,23,8
singular,estrellas,head,Madrid,Community of Madrid,absent,Center,Madrid,"no_rn se_pp000000 que_cs es_vsip000 mas_rg raro_aq0000 ,_fc que_cs",haya_vasp000,estrellas_nc0p000 en_sp000 madrid_nc0s000 o_cc que_cs formen_vmsp000 un_di0000 triangulo_nc0s000 casi_rg equilátero_aq0000 ._fp#aliens_vsii000 #illuminati_aq0000 httpst.cobsd6pkqgnk_nc0s000,other,Twitter,-3.7037902,40.4167754,93,9
singular,retrasos,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,600_z0 millones_nc0p000 q_vmis000 estan_nc0n000 n_nc0n000 erario_nc0s000 público_aq0000 cuando_cs s_np00000 fin_nc0s000 era_vsii000 mejorar_vmn0000 #justiciagratuita_nc00000 ._fpcon_sp000 ese_dd0000 dinero_nc0s000 n_nc0n000,habría_vaic000,retrasos_nc0p000 httpst.co3jnhvpjhlp_nc0s000,other,Twitter,-3.7037902,40.4167754,20,8
singular,cosas,tail.setting,Madrid,Comunidad de Madrid,present,Center,Humanes de Madrid,pues como no ,había," entonces cosas como hay hoy, a",other,Coser,-3.5847183,40.9131585,26,5
singular,partes,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,shielledfox_aq0000 no_rn creo_vmip000 que_cs,haya_vasp000,más_rg partes_nc0p000 pero_cc quedaba_vmii000 mejor_aq0000 así_rg,other,Twitter,-3.7037902,40.4167754,27,6
singular,trabajos,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,que_cs se_p0000000 reivindique_vmsp000 esto_pd000000 y_cc aun_cs,haya_vasp000,trabajos_nc0p000 en_sp000 los_da0000 que_pr000000 cobramos_vmip000 menos_sp000 que_cs los_da0000 hombres_nc0p000 haciendo_vmg0000 lo_pp000000 mismo_pi000000 ..._fs valgame_vmsp000 dios_nc0p000 #mivellomisnormas_aq0000,other,Twitter,2.1734035,41.3850639,95,8
singular,protocolos,tail.setting,Cantabria,Cantabria,present,North,Santander,calidad_nc0s000 de_sp000 los_da0000 alimentos_nc0p000 en_sp000 cuba_nc0s000 :_fd intenso_aq0000 debate_nc0s000 en_sp000 la_da0000 asamblea_nc0s000 -lrb-_np00000 +_fz video_nc0s000 -rrb-_np00000 :_fd no_rn,hubo_vais000,"protocolos_nc0p000 ,_fc ni_cc inquietudes_nc0p000 ..._fs https://t.co/aebk15uixy",synthetic.preterit,Twitter,-3.8099803,43.4623057,45,10
singular,muertes,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,pilar_diz_nc0s000 lo_pp000000 sé_vmip000 ._fpesto_pd000000 140_z0 caracteres_nc0p000 ._fpmientras_cs,haya_vasp000,muertes_nc0p000 no_rn hay_vaip000 nada_pi000000 a_sp000 comparar._nc0p000,other,Twitter,2.1734035,41.3850639,24,7
singular,sospechas,tail.setting,Madrid,Community of Madrid,present,Center,Móstoles,@eldiarioes_nc0n000 algún_di0000 concurso_nc0s000 público_aq0000 en_sp000 este_dd0000 país_nc0s000 donde_pr000000 no_rn,haya_vasp000,"sospechas_nc0p000 de_sp000 amaño_nc0s000 ._fpsería_vsic000 raro_aq0000 encontrar_vmn0000 alguno_pi000000 ,_fc si._nc0n000",other,Twitter,-3.8676291,40.3232129,39,9
singular,personas,head,Palencia,Castile and León,absent,Center,Cisneros,"awas_nc0p000 ,_fc hay_vaip000 cada_di0000 comentario_nc0s000 a_sp000 chicas_nc0p000 por_sp000 no_rn depilarse_vmsp000 ..._fs tela_nc0s000 que_pr000000 aún_rg",haya_vasp000,personas_nc0p000 que_pr000000 les_pp000000 de_sp000 asco_nc0s000 ver_vmn0000 una_di0000 mujer_nc0s000 tal_dd0000 y_cc como_cs es_vsip000 ..._fs,other,Twitter,-4.8585458,42.2210622,48,8
singular,confianzas,tail.setting,Sevilla,Andalusia,absent,South,Seville,a_sp000 partir_vmn0000 de_sp000 ahora_rg solo_aq0000 jugaré_vmif000 wags_nc0p000 vs_rn españoles_aq0000 que_cs conozca_vmsp000 bien_rg bien_rg y_cc sepa_vmm0000 que_cs juegan_vmip000 leggit_nc0s000 y_cc que_cs,haya_vasp000,confianzas_nc0p000 ._fplo_pp000000 demas_vmip000 pedire_nc0s000 cancel_nc0n000,other,Twitter,-5.9844589,37.3890924,22,10
singular,discusiones,tail.setting,Cantabria,Cantabria,present,North,Santander,"vamos_vmip000 a_sp000 ver_vmn0000 digo_vmip000 que_cs vais_vmip000 de_sp000 feministas_aq0000 xq_nc0n000 os_pp000000 considero_vmip000 machirulos_nc0p000 ,_fc si_cs fueseis_vssi000 aliados_nc0p000 es_vsip000 lo_da0000 que_pr000000 os_pp000000 llamaría_vmic000 y_cc no_rn",habría_vaic000,discusiones_nc0p000,other,Twitter,-3.8099803,43.4623057,0,11
singular,personas,head,Asturias,Asturias,absent,North,Avilés,en_sp000 la_da0000 vida_nc0s000 siempre_rg,habrá_vaif000,personas_nc0p000 a_sp000 las_da0000 que_pr000000 no_rn debes_vmip000 de_sp000 dejar_vmn0000 escapar_vmn0000 nunca_rg ..._fs,other,Twitter,-5.9246653,43.5579523,46,8
singular,diferencias,tail.setting,Sevilla,Andalusia,absent,South,Seville,laura_tinajero_np00000 y_cc la_da0000 bola_nc0s000 de_sp000 cristal_nc0s000 ..._fs siempre_rg,hubo_vais000,diferencias_nc0p000,synthetic.preterit,Twitter,-5.9844589,37.3890924,0,11
plural,moralistas,head,Málaga,Andalusia,present,South,Málaga,poronotfound_nc00000 antes_rg no_rn,habían_vaii000,moralistas_nc0p000 ni_cc tantos_nc0p000 '_fz tiquismiquis_nc00000 '_fz ._fp,other,Twitter,-4.4212655,36.721261,29,10
singular,audios,tail.setting,Tarragona,Catalonia,present,East,Tarragona,la_da0000 noche_nc0s000 de_sp000 cristobal_aq0000 soria_nc0s000 compensa_vmip000 de_sp000 sobras_nc0p000 que_pr000000 no_rn,haya_vasp000,audios_nc0p000 de_sp000 rac1_z0 hoy._nc0s000,other,Twitter,1.2444909,41.1188827,13,6
singular,presos,tail.setting,Albacete,Castilla-La-Mancha,absent,Center,Liétor,"de presos, ",había, muchos presos ,other,Coser,-1.9532994,38.5416545,9,6
singular,elecciones,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,@marionoyam_nc0n000 @agarzon_rg cuando_cs,haya_vasp000,elecciones_nc0p000 libres_aq0000 en_sp000 cuba_nc0s000 que_pr000000 espero_vmip000 que_cs muy_rg pronto_rg el_da0000 partido_nc0s000 del_sp000 régimen_nc0s000 tendrá_vmif000 un_di0000 %_ft residual_aq0000,other,Twitter,-3.7037902,40.4167754,85,10
singular,sesiones,tail.setting,Barcelona,Catalonia,present,East,Barcelona,"y_cc por_sp000 cierto_aq0000 ,_fc no_rn",habrá_vaif000,"más_rg sesiones_nc0p000 de_sp000 una_di0000 tarde_nc0s000 con_sp000 8cho_z0 en_sp000 barcelona_nc00000 ._fpestáis_vmip000 avisados_aq0000 ,_fc que_cs luego_rg me_p0000000 machacáis_vmip000 con_sp000 ""_fe no_rn llegué_vmis000 a_sp000 tiempo_nc0s000 ""_fe !_fat",other,Twitter,2.1734035,41.3850639,104,8
singular,dibujos,tail.setting,León,Castile and León,present,Center,León,poner_vmn0000 la_da0000 tele_nc0s000 mientras_cs desayunas_nc0p000 y_cc que_cs no_rn,haya_vasp000,dibujos_nc0p000 ..._fs,other,Twitter,-5.5670959,42.5987263,4,7
singular,concesiones,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,sobre_sp000 #cataluña_np00000 con_sp000 quien_pr000000 incumple_nc0s000 y_cc va_vmip000 en_sp000 contra_nc0s000 del_sp000 estado_nc0s000 de_sp000 derecho_nc0s000 no_rn,puede_vmip000 haber_van0000,concesiones_nc0p000 alevysoler_aq0000 #desayunostve_rg,other,Twitter,-3.7037902,40.4167754,25,11
singular,elecciones,tail.setting,Palencia,Castilla y León,absent,Center,Astudillo,"sí,",había,"elecciones, ",other,Coser,-4.294762,42.1925578,2,10
singular,gallegos,head,Pontevedra,Galicia,present,North,Pontevedra,luistudanca_aq0000 curroflores1952_z0 ._fpes_vsip000 como_cs pedir_vmn0000 q_zu en_sp000 galicia_np00000 no_rn,haya_vasp000,"gallegos_nc0p000 ,_fc pero_cc como_cs bien_rg dices_vmip000 allá_rg cada_di0000 uno_pi000000",other,Twitter,-8.6446202,42.4298846,37,8
singular,veces,tail.setting,Soria,Castilla y León,absent,Center,Aguaviva de la Vega,y ,había, unos [a-inn] a veces dos que se encargaban de,other,Coser,-2.3819792,41.2933061,42,5
singular,trabajadores,head,Palencia,Castile and León,absent,Center,Palencia,@luquebalastero_np00000 @cdpalencia_np00000 y_cc según_cs han_vaip000 comentado_vmp0000,había_vaii000,trabajadores_nc0p000 del_sp000 club_nc0s000 sin_sp000 contrato_nc0s000 y_cc sin_sp000 dar_vmn0000 de_sp000 alta_aq0000 eso_pd000000 es_vsip000,other,Twitter,-4.5288016,42.0096857,47,12
singular,clases,tail.setting,Málaga,Andalusia,absent,South,Ronda,"diporte_nc0s000 jocantaro2_z0 pues_cs el_da0000 mio_nc0s000 es_vsip000 normal_aq0000 ,_fc siempre_rg",hubo_vais000,clases_nc0p000 xd_nc0n000,synthetic.preterit,Twitter,-5.1612251,36.746209,3,6
singular,elecciones,tail.setting,León,Castile and León,absent,Center,Ponferrada,"solo_aq0000 puede_vmip000 quedar_vmn0000 uno_di0000 ppsoe_aq0000 ,_fc",habrá_vaif000,"elecciones_nc0p000 sin_sp000 parar_vmn0000 hasta_sp000 que_cs queden_vmsp000 los_da0000 de_sp000 siempre_rg ,_fc el_da0000 cortijo_nc0s000 no_rn se_pp000000 reparte_vmip000 con_sp000 nadie_pi000000",other,Twitter,-6.598259,42.5499958,79,10
singular,fulanos,head,Madrid,Community of Madrid,absent,Center,Madrid,me_p0000000 parece_vmip000 un_di0000 desperdicio_nc0s000 que_cs,haya_vasp000,fulanos_nc0p000 por_sp000 ahí_rg cantando_vmg0000 gilipolleces_nc0p000 httpst.cojwv9babewz_z0 vía_nc0s000 el_pais_nc0n000,other,Twitter,-3.7037902,40.4167754,57,7
singular,morilleros,head,Guipúzcoa,País Vasco,absent,North,Gabiria,pues ,habría, unos diez o doce morilleros.,other,Coser,-2.279352,43.0505823,19,10
singular,preguntas,tail.setting,Burgos,Castile and León,present,Center,Burgos,..._fs darte_vmsp000 una_di0000 vida_nc0s000 con_sp000 más_rg sumas_nc0p000 que_cs restas_aq0000 ._fpsi_cs tú_pp000000 me_pp000000 dejas_vmip000 no_rn,habrá_vaif000,"preguntas_nc0p000 ,_fc solo_aq0000 respuestas_nc0p000",other,Twitter,-3.696906,42.3439925,18,9
plural,entradas,tail.setting,Barcelona,Catalonia,present,East,Barcelona,iamnotbeck_nc0s000 no_rn,habían_vaii000,entradas_nc0p000 y_cc eran_vsii000 como_cs cien_dn0000 lucas_nc00000 por_sp000 los_da0000 dos_pn000000 ._fp-lrb-_aq0000,other,Twitter,2.1734035,41.3850639,42,8
singular,familias,head,Soria,Castilla y León,absent,Center,Aguaviva de la Vega,no tenían recursos porque ,había, familias que tenían sus recursos ,other,Coser,-2.3819792,41.2933061,26,8
singular,sorpresas,tail.setting,Asturias,Asturias,absent,North,Oviedo,"vienes_nc00000 a_sp000 la_da0000 #poke_np00000 60fidma_z0 a_sp000 partir_vmn0000 de_sp000 las_da0000 11_z0 ,_fc",habrá_vaif000,sorpresas_nc0p000 #pokemongo_np00000 en_sp000 nuestro_dp0000 stand_nc00000 en_sp000 feriasturias_nc0p000 httpst.coaluw1msy7c_z0,other,Twitter,-5.8493887,43.3619145,64,9
singular,clubes,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,jesé_vmis000,había_vaii000,"clubes_nc0p000 de_sp000 la_da0000 liga_nc0s000 y_cc la_da0000 premier_nc0s000 league_vmsp000 interesados_aq0000 ,_fc pero_cc elegí_vmis000 el_da0000 psg_nc0s000 httpst.cora5w1igsq6_nc0s000",other,Twitter,-3.7037902,40.4167754,83,6
singular,yeguas,head,La Rioja,La Rioja,absent,North,Sajazarra,yeguas de cría ,había, también. ,other,Coser,-2.9606844,42.5881539,10,6
singular,pulseras,head,Burgos,Castile and León,absent,Center,Aranda de Duero,doluigi_nc00000,habrá_vaif000,"pulseras_nc0p000 recargables_aq0000 en_sp000 todas_di0000 las_da0000 zonas_nc0p000 ,_fc eso_pd000000 es_vsip000",other,Twitter,-3.6902166,41.6692282,40,8
singular,momentos,tail.setting,Madrid,Community of Madrid,absent,Center,Leganés,jmmolanoc_nc00000,hubo_vais000,momentos_nc0p000 de_sp000 mirar_vmn0000 hacia_sp000 otro_di0000 lado_nc0s000 !_fatjajajaja_nc0s000,synthetic.preterit,Twitter,-3.7686545,40.3319506,27,8
singular,hornos,tail.setting,La Rioja,La Rioja,absent,North,Sajazarra,antiguamente ya ,había, más [hornos],other,Coser,-2.9606844,42.5881539,7,6
plural,hombres,head,Madrid,Community of Madrid,absent,Center,Getafe,blxcksroses_nc0p000 y_cc también_rg del_sp000 sexismo_nc0s000 en_sp000 el_da0000 cuerpo_nc0s000 del_sp000 hombre_nc0s000 ._fpno_rn,pueden_vmip000 haber_van0000,hombres_nc0p000 guapos_aq0000 con_sp000 un_di0000 kilito_aq0000 de_sp000 mássolo_nc0s000 son_vsip000 guapos_aq0000 los_da0000 &_f0 gt_nc0n000 &_f0 gt_nc0n000,other,Twitter,-3.7323934,40.3082504,57,7
plural,intenciones,tail.setting,Málaga,Andalusia,absent,South,Marbella,jaimenebotsaadi_nc00000 therealgerardo_aq0000 cynthiaviteri6_z0 aunque_cs,hayan_vasp000,buenas_aq0000 intenciones_nc0p000 hay_vaip000 personas_nc0p000 más_rg cualificadas_aq0000 para_sp000 hacer_vmn0000 d_np00000 ecuador_nc0s000 mejor_aq0000,other,Twitter,-4.8824474,36.510071,64,11
singular,depredadores,head,Madrid,Community of Madrid,absent,Center,Madrid,una_di0000 medida_nc0s000 sería_vsic000 capturar_vmn0000 ejemplares_nc0p000 vivos_aq0000 y_cc trasladarlos_aq0000 a_sp000 zonas_nc0p000 donde_cs,haya_vasp000,depredadores_nc0p000 que_pr000000 controlen_vmsp000 la_da0000 población_nc0s000 httpst.cor53tns7utj_nc0s000,other,Twitter,-3.7037902,40.4167754,47,12
singular,cosas,tail.setting,Salamanca,Castile and León,present,Center,Salamanca,alevysoler_nc0s000 telediario_tve_np00000 no_rn,habrá_vaif000,cosas_nc0p000 más_rg importantes_aq0000 ..._fs,other,Twitter,-5.6635397,40.9701039,20,5
singular,motivos,head,Cantabria,Cantabria,absent,North,Santander,wkr_vmn0000 apjuegos_nc0p000 theblackmeeple_aq0000 jm_allue_vmsp000 nachomo_aq0000 nosolorol_nc0s000 no_rn veo_vmip000 raro_aq0000 el_da0000 preguntar_vmn0000 .,puede_vmip000 haber_van0000,motivos_nc0p000 estéticos_aq0000 u_cc olvido_nc0s000 sin_sp000 intención._np00000,other,Twitter,-3.8099803,43.4623057,34,7
plural,novedades,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,saloneroticobcn_nc00000 goldensexdreams_nc0n000 apricots_es_np00000 ha_vaip000 sido_vsp0000 divertido_aq0000 y_cc,habrán_vaif000,novedades_nc0p000 interesantes_aq0000 pronto_rg !_fat,other,Twitter,2.1734035,41.3850639,22,9
singular,problemas,tail.setting,Málaga,Andalusia,present,South,Málaga,parece_vmip000 que_cs el_da0000 club_nc0s000 ya_rg ha_vaip000 tomado_vmp0000 una_di0000 decisión_nc0s000 con_sp000 albentosa_aq0000 y_cc finalmente_rg éste_pd000000 no_rn seguirá_vmif000 ._fpparecía_vmii000 que_cs no_rn,habría_vaic000,problemas_nc0p000 ._fpuna_di0000 pena_nc0s000 ..._fs,other,Twitter,-4.4212655,36.721261,11,9
plural,cosas,tail.setting,Málaga,Andalusia,absent,South,Málaga,"-lrb-_nc00000 +_fz -rrb-_np00000 pienso_vmip000 que_cs el_da0000 final_nc0s000 ha_vaip000 sido_vsp0000 demasiado_rg abierto_aq0000 ,_fc odio_nc0s000 que_pr000000",hayan_vasp000,cosas_nc0p000 que_pr000000 se_p0000000,other,Twitter,-4.4212655,36.721261,7,5
singular,cabras,head,Segovia,Castilla y León,absent,Center,Santiuste de San Juan Bautista,antes ,había, mucha cabras y muchas ,other,Coser,-4.57147,41.1564838,17,6
singular,tasas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,inesarrimadas_aq0000 elpais_espana_np00000 parcialmente_rg .,sigue_vmip000 habiendo_vag0000,"tasas_nc0p000 judiciales_aq0000 para_sp000 pymes_nc0p000 y_cc ongs_nc0p000 ,_fc el_da0000 parlamento_nc0s000 puede_vmip000 corregirlo._np00000",other,Twitter,-3.7037902,40.4167754,63,5
